id,customer_id,product_id,date,quantity,total_amount
755542,484,1750,2011-11-16 12:16:00,12,10.2
755541,484,1773,2011-11-16 12:16:00,12,15.0
755540,484,2466,2011-11-16 12:16:00,12,34.68
755539,484,2404,2011-11-16 12:16:00,6,17.34
755538,484,1352,2011-11-16 12:16:00,6,12.600000000000001
755537,484,2079,2011-11-16 12:16:00,12,10.2
755536,484,2122,2011-11-16 12:16:00,24,13.200000000000001
755535,484,2464,2011-11-16 12:16:00,6,14.940000000000001
755533,484,2111,2011-11-16 12:16:00,6,51.0
755532,484,4010,2011-11-16 12:16:00,12,83.4
755552,484,1503,2011-11-16 12:16:00,12,15.0
755553,484,2457,2011-11-16 12:16:00,6,15.299999999999999
755544,484,2211,2011-11-16 12:16:00,4,16.6
755555,484,2490,2011-11-16 12:16:00,10,20.8
755554,484,2458,2011-11-16 12:16:00,4,16.6
755574,484,1654,2011-11-16 12:16:00,6,17.700000000000003
755573,484,2862,2011-11-16 12:16:00,12,10.2
755572,484,2372,2011-11-16 12:16:00,12,24.96
755571,484,2373,2011-11-16 12:16:00,12,24.96
755570,484,1362,2011-11-16 12:16:00,24,10.08
755569,484,2475,2011-11-16 12:16:00,12,19.799999999999997
755568,484,2479,2011-11-16 12:16:00,12,15.0
755567,484,2624,2011-11-16 12:16:00,6,22.5
755566,484,832,2011-11-16 12:16:00,4,17.0
755575,484,1643,2011-11-16 12:16:00,6,17.700000000000003
755564,484,1325,2011-11-16 12:16:00,3,14.850000000000001
755563,484,1326,2011-11-16 12:16:00,4,17.0
755562,484,3403,2011-11-16 12:16:00,4,17.0
755561,484,3399,2011-11-16 12:16:00,8,34.0
755560,484,2501,2011-11-16 12:16:00,4,19.8
755559,484,2502,2011-11-16 12:16:00,6,35.7
755558,484,1324,2011-11-16 12:16:00,12,59.400000000000006
755557,484,837,2011-11-16 12:16:00,9,44.550000000000004
755556,484,836,2011-11-16 12:16:00,12,51.0
755565,484,1327,2011-11-16 12:16:00,4,17.0
755652,4707,1295,2011-11-16 12:18:00,5,8.25
755651,4707,2703,2011-11-16 12:18:00,1,1.25
755650,4707,464,2011-11-16 12:18:00,10,12.5
755665,4707,2247,2011-11-16 12:18:00,1,2.08
755648,4707,465,2011-11-16 12:18:00,10,12.5
755647,4707,1575,2011-11-16 12:18:00,1,1.65
755664,4707,2247,2011-11-16 12:18:00,1,2.08
755649,4707,461,2011-11-16 12:18:00,10,12.5
755654,4707,1530,2011-11-16 12:18:00,4,6.6
755659,4707,1243,2011-11-16 12:18:00,12,5.04
755656,4707,94,2011-11-16 12:18:00,30,6.3
755657,4707,1733,2011-11-16 12:18:00,1,1.65
755658,4707,1197,2011-11-16 12:18:00,1,2.08
755660,4707,1250,2011-11-16 12:18:00,12,5.04
755661,4707,1893,2011-11-16 12:18:00,12,5.04
755662,4707,2161,2011-11-16 12:18:00,1,1.95
755663,4707,252,2011-11-16 12:18:00,1,1.65
755646,4707,1552,2011-11-16 12:18:00,2,1.7
755655,4707,2260,2011-11-16 12:18:00,1,1.25
755645,4707,2692,2011-11-16 12:18:00,1,12.5
755653,4707,1361,2011-11-16 12:18:00,3,5.85
755643,4707,2260,2011-11-16 12:18:00,12,15.0
755644,4707,258,2011-11-16 12:18:00,1,0.85
755624,4707,2704,2011-11-16 12:18:00,15,24.75
755625,4707,2703,2011-11-16 12:18:00,7,8.75
755626,4707,2638,2011-11-16 12:18:00,1,1.25
755627,4707,2639,2011-11-16 12:18:00,1,1.25
755628,4707,2641,2011-11-16 12:18:00,4,1.68
755629,4707,2640,2011-11-16 12:18:00,6,2.52
755630,4707,2644,2011-11-16 12:18:00,12,5.04
755631,4707,464,2011-11-16 12:18:00,10,12.5
755641,4707,1295,2011-11-16 12:18:00,5,8.25
755633,4707,1925,2011-11-16 12:18:00,1,3.75
755634,4707,2350,2011-11-16 12:18:00,2,3.3
755635,4707,2349,2011-11-16 12:18:00,1,1.65
755636,4707,2351,2011-11-16 12:18:00,1,1.65
755637,4707,1917,2011-11-16 12:18:00,1,2.95
755638,4707,856,2011-11-16 12:18:00,12,5.04
755639,4707,1250,2011-11-16 12:18:00,12,5.04
755640,4707,2628,2011-11-16 12:18:00,4,23.8
755642,4707,2247,2011-11-16 12:18:00,2,4.16
755632,4707,2507,2011-11-16 12:18:00,24,15.600000000000001
755701,2666,1223,2011-11-16 12:19:00,2,0.78
755700,2666,2507,2011-11-16 12:19:00,3,1.9500000000000002
755699,2666,2508,2011-11-16 12:19:00,3,1.9500000000000002
755698,2666,2512,2011-11-16 12:19:00,3,3.75
755693,2666,1325,2011-11-16 12:19:00,1,4.95
755696,2666,1798,2011-11-16 12:19:00,3,4.949999999999999
755695,2666,836,2011-11-16 12:19:00,1,4.25
755694,2666,1323,2011-11-16 12:19:00,1,2.55
755702,2666,1793,2011-11-16 12:19:00,4,1.56
755697,2666,2511,2011-11-16 12:19:00,3,3.75
755703,2666,1221,2011-11-16 12:19:00,2,0.78
755708,2666,1501,2011-11-16 12:19:00,6,15.299999999999999
755705,2666,1225,2011-11-16 12:19:00,2,0.78
755706,2666,2520,2011-11-16 12:19:00,4,1.56
755707,2666,2518,2011-11-16 12:19:00,4,1.56
755692,2666,2501,2011-11-16 12:19:00,1,4.95
755709,2666,1499,2011-11-16 12:19:00,6,15.299999999999999
755710,2666,1497,2011-11-16 12:19:00,6,15.299999999999999
755711,2666,1500,2011-11-16 12:19:00,6,15.299999999999999
755712,2666,2396,2011-11-16 12:19:00,1,4.15
755713,2666,1361,2011-11-16 12:19:00,1,1.95
755715,2666,914,2011-11-16 12:19:00,1,1.25
755716,2666,1361,2011-11-16 12:19:00,1,1.95
755704,2666,1226,2011-11-16 12:19:00,4,1.56
755691,2666,1598,2011-11-16 12:19:00,10,20.8
755714,2666,2465,2011-11-16 12:19:00,2,4.98
755689,2666,2419,2011-11-16 12:19:00,6,8.7
755666,2666,1099,2011-11-16 12:19:00,24,9.36
755667,2666,1100,2011-11-16 12:19:00,23,8.97
755668,2666,2501,2011-11-16 12:19:00,1,4.95
755669,2666,1326,2011-11-16 12:19:00,3,12.75
755671,2666,1326,2011-11-16 12:19:00,1,4.25
755672,2666,2457,2011-11-16 12:19:00,6,15.299999999999999
755673,2666,1874,2011-11-16 12:19:00,2,5.9
755674,2666,1778,2011-11-16 12:19:00,12,10.2
755675,2666,1780,2011-11-16 12:19:00,12,10.2
755676,2666,1100,2011-11-16 12:19:00,1,0.39
755677,2666,1361,2011-11-16 12:19:00,1,1.95
755670,2666,1653,2011-11-16 12:19:00,4,6.6
755679,2666,2474,2011-11-16 12:19:00,3,11.25
755678,2666,1628,2011-11-16 12:19:00,6,12.600000000000001
755688,2666,914,2011-11-16 12:19:00,3,3.75
755687,2666,1232,2011-11-16 12:19:00,1,1.25
755686,2666,1231,2011-11-16 12:19:00,1,1.25
755685,2666,2465,2011-11-16 12:19:00,2,4.98
755690,2666,2246,2011-11-16 12:19:00,6,22.5
755684,2666,2069,2011-11-16 12:19:00,2,3.9
755683,2666,555,2011-11-16 12:19:00,2,3.9
755682,2666,2140,2011-11-16 12:19:00,6,15.299999999999999
755681,2666,1498,2011-11-16 12:19:00,6,15.299999999999999
755680,2666,1982,2011-11-16 12:19:00,6,17.700000000000003
755728,153,2520,2011-11-16 12:21:00,24,9.36
755727,153,3411,2011-11-16 12:21:00,48,13.919999999999998
755726,153,2240,2011-11-16 12:21:00,20,25.0
755725,153,2360,2011-11-16 12:21:00,10,20.8
755724,153,1575,2011-11-16 12:21:00,10,16.5
755723,153,2713,2011-11-16 12:21:00,10,16.5
755721,153,2500,2011-11-16 12:21:00,12,9.959999999999999
755729,663,2502,2011-11-16 12:21:00,48,237.60000000000002
755720,153,2498,2011-11-16 12:21:00,12,15.0
755719,153,2497,2011-11-16 12:21:00,12,15.0
755718,153,2615,2011-11-16 12:21:00,4,15.0
755722,153,2356,2011-11-16 12:21:00,12,17.4
755717,153,1388,2011-11-16 12:21:00,4,27.0
755733,345,2245,2011-11-16 12:22:00,48,157.92000000000002
755732,345,2249,2011-11-16 12:22:00,144,149.76
755730,345,3888,2011-11-16 12:22:00,72,76.32000000000001
755731,345,2347,2011-11-16 12:22:00,36,59.4
755777,3042,1675,2011-11-16 12:25:00,2,3.3
755793,3042,1810,2011-11-16 12:25:00,1,2.1
755792,3042,2426,2011-11-16 12:25:00,1,0.83
755791,3042,2355,2011-11-16 12:25:00,1,1.45
755790,3042,2669,2011-11-16 12:25:00,1,5.95
755789,3042,2223,2011-11-16 12:25:00,1,4.95
755788,3042,3302,2011-11-16 12:25:00,1,2.1
755787,3042,2633,2011-11-16 12:25:00,2,0.84
755776,3042,696,2011-11-16 12:25:00,2,3.3
755786,3042,2458,2011-11-16 12:25:00,2,8.3
755784,3042,3146,2011-11-16 12:25:00,2,7.9
755783,3042,1012,2011-11-16 12:25:00,1,4.95
755782,3042,2501,2011-11-16 12:25:00,1,4.95
755781,3042,4010,2011-11-16 12:25:00,1,7.95
755780,3042,3137,2011-11-16 12:25:00,2,1.7
755779,3042,1014,2011-11-16 12:25:00,2,9.9
755778,3042,2711,2011-11-16 12:25:00,1,2.08
755794,3042,2576,2011-11-16 12:25:00,1,2.1
755785,3042,907,2011-11-16 12:25:00,2,3.3
755795,3042,1417,2011-11-16 12:25:00,1,0.83
755797,3042,2711,2011-11-16 12:25:00,1,2.08
755775,3042,567,2011-11-16 12:25:00,3,5.07
755813,1778,1121,2011-11-16 12:25:00,12,20.28
755812,1778,1496,2011-11-16 12:25:00,24,30.0
755811,1778,3887,2011-11-16 12:25:00,72,76.32000000000001
755810,1778,1742,2011-11-16 12:25:00,12,15.0
755809,1778,1740,2011-11-16 12:25:00,12,15.0
755808,1778,2571,2011-11-16 12:25:00,10,7.9
755807,1778,520,2011-11-16 12:25:00,18,14.22
755806,1778,1351,2011-11-16 12:25:00,3,14.850000000000001
755805,1778,1744,2011-11-16 12:25:00,12,10.2
755804,1778,1472,2011-11-16 12:25:00,6,17.700000000000003
755803,1778,418,2011-11-16 12:25:00,12,15.0
755802,1778,417,2011-11-16 12:25:00,4,15.0
755801,1778,1765,2011-11-16 12:25:00,12,10.2
755800,1778,1469,2011-11-16 12:25:00,6,17.700000000000003
755799,1778,419,2011-11-16 12:25:00,12,15.0
755798,1778,416,2011-11-16 12:25:00,4,15.0
755796,3042,3142,2011-11-16 12:25:00,1,2.95
755774,3042,2247,2011-11-16 12:25:00,3,6.24
755755,3042,2633,2011-11-16 12:25:00,2,0.84
755772,3042,1175,2011-11-16 12:25:00,1,0.79
755750,3042,2532,2011-11-16 12:25:00,1,3.75
755749,3042,2467,2011-11-16 12:25:00,2,3.3
755748,3042,2468,2011-11-16 12:25:00,1,2.95
755747,3042,1369,2011-11-16 12:25:00,1,2.95
755746,3042,2529,2011-11-16 12:25:00,1,2.08
755745,3042,603,2011-11-16 12:25:00,1,0.55
755743,3042,2118,2011-11-16 12:25:00,1,0.85
755742,3042,1234,2011-11-16 12:25:00,1,1.25
755741,3042,2713,2011-11-16 12:25:00,1,1.65
755740,3042,253,2011-11-16 12:25:00,1,1.65
755739,3042,2338,2011-11-16 12:25:00,1,2.89
755738,3042,697,2011-11-16 12:25:00,1,1.65
755737,3042,738,2011-11-16 12:25:00,1,1.25
755736,3042,3137,2011-11-16 12:25:00,2,1.7
755735,3042,94,2011-11-16 12:25:00,1,0.21
755734,3042,16,2011-11-16 12:25:00,1,0.14
755773,3042,1178,2011-11-16 12:25:00,1,2.1
755751,3042,2531,2011-11-16 12:25:00,1,3.75
755752,3042,2530,2011-11-16 12:25:00,1,3.75
755744,3042,602,2011-11-16 12:25:00,1,0.55
755754,3042,2223,2011-11-16 12:25:00,1,4.95
755753,3042,1181,2011-11-16 12:25:00,2,7.5
755770,3042,430,2011-11-16 12:25:00,1,0.85
755769,3042,914,2011-11-16 12:25:00,1,1.25
755768,3042,852,2011-11-16 12:25:00,12,5.04
755767,3042,1887,2011-11-16 12:25:00,12,5.04
755766,3042,94,2011-11-16 12:25:00,1,0.21
755765,3042,514,2011-11-16 12:25:00,2,2.5
755764,3042,429,2011-11-16 12:25:00,1,0.85
755763,3042,1028,2011-11-16 12:25:00,1,0.85
755771,3042,834,2011-11-16 12:25:00,2,7.5
755761,3042,4081,2011-11-16 12:25:00,1,2.95
755760,3042,1027,2011-11-16 12:25:00,1,0.85
755759,3042,91,2011-11-16 12:25:00,2,2.5
755758,3042,2410,2011-11-16 12:25:00,1,4.15
755757,3042,1184,2011-11-16 12:25:00,1,1.25
755756,3042,1183,2011-11-16 12:25:00,1,1.25
755762,3042,1738,2011-11-16 12:25:00,2,2.5
755872,5366,3799,2011-11-16 12:26:00,2,3.9
755871,5366,2323,2011-11-16 12:26:00,2,9.9
755870,5366,487,2011-11-16 12:26:00,1,5.95
755869,5366,1120,2011-11-16 12:26:00,4,6.6
755868,5366,2348,2011-11-16 12:26:00,1,2.89
755867,5366,432,2011-11-16 12:26:00,4,5.0
755866,5366,1034,2011-11-16 12:26:00,1,1.65
755865,5366,260,2011-11-16 12:26:00,1,0.85
755862,5366,258,2011-11-16 12:26:00,1,0.85
755864,5366,1733,2011-11-16 12:26:00,5,8.25
755863,5366,1730,2011-11-16 12:26:00,5,8.25
755861,5366,2123,2011-11-16 12:26:00,3,3.75
755860,5366,2353,2011-11-16 12:26:00,6,13.5
755859,5366,2336,2011-11-16 12:26:00,6,13.5
755858,5366,297,2011-11-16 12:26:00,2,10.98
755857,5366,1034,2011-11-16 12:26:00,1,1.65
755873,5366,2260,2011-11-16 12:26:00,12,15.0
755895,5366,3395,2011-11-16 12:26:00,10,8.5
755874,5366,203,2011-11-16 12:26:00,24,2.88
755894,5366,3772,2011-11-16 12:26:00,6,7.5
755876,5366,1913,2011-11-16 12:26:00,1,1.65
755856,5366,2247,2011-11-16 12:26:00,4,8.32
755893,5366,2703,2011-11-16 12:26:00,10,12.5
755892,5366,2704,2011-11-16 12:26:00,10,16.5
755891,5366,1758,2011-11-16 12:26:00,1,5.95
755890,5366,1759,2011-11-16 12:26:00,6,5.1
755889,5366,1757,2011-11-16 12:26:00,6,1.7399999999999998
755888,5366,1756,2011-11-16 12:26:00,6,1.7399999999999998
755887,5366,1755,2011-11-16 12:26:00,6,1.7399999999999998
755875,5366,2464,2011-11-16 12:26:00,3,7.470000000000001
755886,5366,2416,2011-11-16 12:26:00,2,2.5
755884,5366,2111,2011-11-16 12:26:00,2,17.0
755883,5366,258,2011-11-16 12:26:00,20,17.0
755882,5366,2439,2011-11-16 12:26:00,2,1.66
755881,5366,2529,2011-11-16 12:26:00,1,2.08
755880,5366,2122,2011-11-16 12:26:00,10,5.5
755879,5366,1909,2011-11-16 12:26:00,2,3.3
755878,5366,1910,2011-11-16 12:26:00,2,3.3
755877,5366,1912,2011-11-16 12:26:00,1,1.65
755885,5366,2071,2011-11-16 12:26:00,5,16.25
755855,5366,296,2011-11-16 12:26:00,2,10.98
755844,5366,4015,2011-11-16 12:26:00,5,6.25
755853,5366,2499,2011-11-16 12:26:00,6,4.9799999999999995
755830,5366,3145,2011-11-16 12:26:00,12,10.2
755829,5366,2243,2011-11-16 12:26:00,2,16.5
755828,5366,2455,2011-11-16 12:26:00,24,13.200000000000001
755826,5366,1324,2011-11-16 12:26:00,1,4.95
755825,5366,2360,2011-11-16 12:26:00,2,4.16
755824,5366,2361,2011-11-16 12:26:00,1,2.08
755823,5366,2358,2011-11-16 12:26:00,2,4.16
755822,5366,2692,2011-11-16 12:26:00,3,37.5
755821,5366,2403,2011-11-16 12:26:00,4,19.8
755820,5366,312,2011-11-16 12:26:00,6,9.899999999999999
755819,5366,1592,2011-11-16 12:26:00,12,15.0
755818,5366,1821,2011-11-16 12:26:00,8,11.6
755817,5366,2675,2011-11-16 12:26:00,3,24.75
755816,5366,2328,2011-11-16 12:26:00,6,24.900000000000002
755815,5366,1885,2011-11-16 12:26:00,25,10.5
755814,5366,1291,2011-11-16 12:26:00,5,10.5
755854,5366,2871,2011-11-16 12:26:00,6,10.14
755831,5366,2528,2011-11-16 12:26:00,2,8.3
755832,5366,2243,2011-11-16 12:26:00,1,8.25
755827,5366,2502,2011-11-16 12:26:00,2,11.9
755834,5366,4109,2011-11-16 12:26:00,1,7.95
755852,5366,1908,2011-11-16 12:26:00,3,8.67
755851,5366,602,2011-11-16 12:26:00,6,3.3000000000000003
755850,5366,2454,2011-11-16 12:26:00,6,3.3000000000000003
755849,5366,1218,2011-11-16 12:26:00,3,1.6500000000000001
755833,5366,929,2011-11-16 12:26:00,3,25.5
755847,5366,3939,2011-11-16 12:26:00,3,1.6500000000000001
755846,5366,2403,2011-11-16 12:26:00,4,19.8
755845,5366,1294,2011-11-16 12:26:00,5,8.25
755843,5366,4011,2011-11-16 12:26:00,5,6.25
755848,5366,1604,2011-11-16 12:26:00,3,1.6500000000000001
755841,5366,558,2011-11-16 12:26:00,2,0.78
755840,5366,557,2011-11-16 12:26:00,2,0.78
755839,5366,2347,2011-11-16 12:26:00,2,3.3
755838,5366,4037,2011-11-16 12:26:00,11,4.29
755837,5366,4036,2011-11-16 12:26:00,1,0.39
755836,5366,4036,2011-11-16 12:26:00,1,0.39
755835,5366,468,2011-11-16 12:26:00,2,1.9
755842,5366,561,2011-11-16 12:26:00,2,0.78
755910,127,210,2011-11-16 12:29:00,1,1.25
755911,127,622,2011-11-16 12:29:00,1,0.85
755912,127,2433,2011-11-16 12:29:00,1,0.85
755913,127,621,2011-11-16 12:29:00,2,1.7
755917,127,1327,2011-11-16 12:29:00,1,4.25
755915,127,1758,2011-11-16 12:29:00,2,11.9
755916,127,2540,2011-11-16 12:29:00,1,3.75
755918,127,1325,2011-11-16 12:29:00,1,4.95
755909,127,209,2011-11-16 12:29:00,1,1.25
755914,127,526,2011-11-16 12:29:00,1,6.75
755908,127,212,2011-11-16 12:29:00,2,2.5
755901,127,3363,2011-11-16 12:29:00,2,15.9
755906,127,627,2011-11-16 12:29:00,1,1.69
755896,127,3106,2011-11-16 12:29:00,1,8.25
755897,127,1601,2011-11-16 12:29:00,1,8.25
755907,127,625,2011-11-16 12:29:00,2,3.38
755899,127,639,2011-11-16 12:29:00,2,25.5
755900,127,1707,2011-11-16 12:29:00,1,12.75
755898,127,2501,2011-11-16 12:29:00,2,9.9
755902,127,1950,2011-11-16 12:29:00,3,29.849999999999998
755903,127,1839,2011-11-16 12:29:00,3,6.300000000000001
755904,127,3946,2011-11-16 12:29:00,1,4.15
755905,127,627,2011-11-16 12:29:00,1,1.69
755932,173,1610,2011-11-16 12:42:00,6,76.5
755931,173,1557,2011-11-16 12:42:00,12,35.400000000000006
755930,173,1561,2011-11-16 12:42:00,12,35.400000000000006
755929,3066,3069,2011-11-16 12:42:00,10,8.5
755928,3066,491,2011-11-16 12:42:00,12,15.0
755933,173,3890,2011-11-16 12:42:00,144,208.79999999999998
755926,3066,1751,2011-11-16 12:42:00,12,10.2
755927,3066,2717,2011-11-16 12:42:00,12,19.799999999999997
755924,3066,1752,2011-11-16 12:42:00,12,10.2
755923,3066,1628,2011-11-16 12:42:00,8,16.8
755922,3066,2605,2011-11-16 12:42:00,2,12.5
755921,3066,1746,2011-11-16 12:42:00,4,15.0
755920,3066,2289,2011-11-16 12:42:00,8,33.2
755919,3066,2625,2011-11-16 12:42:00,4,33.0
755925,3066,1754,2011-11-16 12:42:00,12,10.2
755942,2236,1055,2011-11-16 12:51:00,18,98.10000000000001
755941,2236,2469,2011-11-16 12:51:00,8,16.8
755940,2236,3820,2011-11-16 12:51:00,16,27.04
755939,2236,914,2011-11-16 12:51:00,24,30.0
755937,2236,2479,2011-11-16 12:51:00,12,15.0
755936,2236,1897,2011-11-16 12:51:00,3,11.850000000000001
755935,2236,1895,2011-11-16 12:51:00,5,24.75
755934,2236,2401,2011-11-16 12:51:00,2,9.9
755938,2236,2263,2011-11-16 12:51:00,24,39.599999999999994
755950,283,4060,2011-11-16 13:13:00,100,179.0
755952,283,1361,2011-11-16 13:13:00,40,66.0
755953,283,2247,2011-11-16 13:13:00,48,85.92
755951,283,2286,2011-11-16 13:13:00,12,59.400000000000006
755949,283,1598,2011-11-16 13:13:00,100,179.0
755944,283,2080,2011-11-16 13:13:00,40,102.0
755947,283,1400,2011-11-16 13:13:00,12,91.80000000000001
755946,283,4081,2011-11-16 13:13:00,32,81.6
755945,283,2626,2011-11-16 13:13:00,12,99.0
755943,283,1299,2011-11-16 13:13:00,40,102.0
755948,283,2398,2011-11-16 13:13:00,24,99.60000000000001
755960,4993,2713,2011-11-16 13:14:00,10,16.5
755959,4993,252,2011-11-16 13:14:00,10,16.5
755958,4993,2364,2011-11-16 13:14:00,10,16.5
755957,4993,429,2011-11-16 13:14:00,12,10.2
755956,4993,253,2011-11-16 13:14:00,10,16.5
755955,4993,1575,2011-11-16 13:14:00,10,16.5
755954,4993,1202,2011-11-16 13:14:00,5,14.75
755971,5772,3412,2011-11-16 13:16:00,1,39.95
755970,5772,2991,2011-11-16 13:16:00,2,3.1
755969,5772,938,2011-11-16 13:16:00,2,17.9
755968,5772,2637,2011-11-16 13:16:00,12,15.0
755967,5772,266,2011-11-16 13:16:00,2,15.9
755965,5772,3886,2011-11-16 13:16:00,24,20.4
755964,5772,2468,2011-11-16 13:16:00,6,17.700000000000003
755963,5772,2080,2011-11-16 13:16:00,12,35.400000000000006
755962,5772,1869,2011-11-16 13:16:00,6,12.600000000000001
755961,5772,1654,2011-11-16 13:16:00,12,35.400000000000006
755966,5772,848,2011-11-16 13:16:00,25,10.5
756008,2046,1201,2011-11-16 13:19:00,10,16.5
756000,2046,2165,2011-11-16 13:19:00,24,10.08
756001,2046,2122,2011-11-16 13:19:00,24,13.200000000000001
756002,2046,2489,2011-11-16 13:19:00,10,20.8
755999,2046,1797,2011-11-16 13:19:00,12,17.4
756003,2046,2313,2011-11-16 13:19:00,12,24.96
756004,2046,2315,2011-11-16 13:19:00,12,24.96
756005,2046,2318,2011-11-16 13:19:00,12,24.96
756006,2046,2720,2011-11-16 13:19:00,10,16.5
756007,2046,3106,2011-11-16 13:19:00,2,16.5
756009,2046,618,2011-11-16 13:19:00,12,15.0
756020,2046,2128,2011-11-16 13:19:00,25,10.5
756011,2046,2704,2011-11-16 13:19:00,12,19.799999999999997
756012,2046,2712,2011-11-16 13:19:00,10,20.8
756013,2046,2458,2011-11-16 13:19:00,4,16.6
756014,2046,2457,2011-11-16 13:19:00,6,15.299999999999999
756015,2046,1779,2011-11-16 13:19:00,12,10.2
756016,2046,2414,2011-11-16 13:19:00,12,15.0
756017,2046,2413,2011-11-16 13:19:00,12,15.0
756018,2046,2415,2011-11-16 13:19:00,12,15.0
756019,2046,2416,2011-11-16 13:19:00,12,15.0
755998,2046,1009,2011-11-16 13:19:00,12,10.2
756021,2046,2500,2011-11-16 13:19:00,12,9.959999999999999
756010,2046,2516,2011-11-16 13:19:00,10,8.2
755997,2046,1159,2011-11-16 13:19:00,12,15.0
755990,2046,2362,2011-11-16 13:19:00,10,8.5
755995,2046,1469,2011-11-16 13:19:00,6,17.700000000000003
755972,2046,2517,2011-11-16 13:19:00,10,8.2
755973,2046,2515,2011-11-16 13:19:00,10,8.2
755974,2046,2573,2011-11-16 13:19:00,12,15.0
755975,2046,2499,2011-11-16 13:19:00,12,9.959999999999999
755976,2046,2574,2011-11-16 13:19:00,12,15.0
755996,2046,1008,2011-11-16 13:19:00,12,5.04
755978,2046,848,2011-11-16 13:19:00,25,10.5
755979,2046,2679,2011-11-16 13:19:00,25,10.5
755980,2046,2496,2011-11-16 13:19:00,12,15.0
755981,2046,2495,2011-11-16 13:19:00,12,15.0
755982,2046,1290,2011-11-16 13:19:00,12,23.4
755977,2046,2575,2011-11-16 13:19:00,12,15.0
755984,2046,253,2011-11-16 13:19:00,10,16.5
755983,2046,1293,2011-11-16 13:19:00,10,16.5
755994,2046,419,2011-11-16 13:19:00,12,15.0
755992,2046,1553,2011-11-16 13:19:00,10,8.5
755991,2046,250,2011-11-16 13:19:00,10,8.5
755993,2046,1836,2011-11-16 13:19:00,10,8.5
755988,2046,2361,2011-11-16 13:19:00,10,20.8
755987,2046,2366,2011-11-16 13:19:00,10,16.5
755986,2046,2367,2011-11-16 13:19:00,10,16.5
755985,2046,1576,2011-11-16 13:19:00,10,16.5
755989,2046,4059,2011-11-16 13:19:00,10,20.8
756022,1498,2111,2011-11-16 13:20:00,24,183.60000000000002
756023,1498,1574,2011-11-16 13:20:00,50,92.5
756024,1498,1387,2011-11-16 13:20:00,96,158.39999999999998
756035,1457,1083,2011-11-16 13:21:00,12,10.2
756034,1457,1084,2011-11-16 13:21:00,12,15.0
756036,1457,1796,2011-11-16 13:21:00,8,30.0
756039,1457,1523,2011-11-16 13:21:00,12,35.400000000000006
756038,1457,2157,2011-11-16 13:21:00,24,30.0
756040,1457,2457,2011-11-16 13:21:00,30,76.5
756037,1457,1525,2011-11-16 13:21:00,6,17.700000000000003
756033,1457,2704,2011-11-16 13:21:00,12,19.799999999999997
756031,1457,1575,2011-11-16 13:21:00,10,16.5
756030,1457,2362,2011-11-16 13:21:00,10,8.5
756032,1457,1159,2011-11-16 13:21:00,12,15.0
756026,1501,4060,2011-11-16 13:21:00,100,179.0
756025,1501,2711,2011-11-16 13:21:00,100,179.0
756028,1457,2438,2011-11-16 13:21:00,8,10.0
756029,1457,251,2011-11-16 13:21:00,10,16.5
756027,1501,4059,2011-11-16 13:21:00,200,358.0
756063,1155,1187,2011-11-16 13:24:00,2,0.84
756064,1155,2640,2011-11-16 13:24:00,2,0.84
